detector,sample_index,chunk_index,drift_type,error_rate
DDM,32281,81,warning,0.02
DDM,32282,81,warning,0.02
DDM,32283,81,warning,0.02
DDM,32284,81,warning,0.02
DDM,32285,81,warning,0.02
DDM,32286,81,warning,0.02
DDM,32287,81,warning,0.02
DDM,32288,81,warning,0.02
DDM,32289,81,warning,0.02
DDM,32290,81,warning,0.02
DDM,32291,81,warning,0.02
DDM,32292,81,warning,0.02
DDM,32293,81,warning,0.02
DDM,32294,81,warning,0.02
DDM,32295,81,warning,0.02
DDM,32296,81,warning,0.02
DDM,32297,81,warning,0.02
DDM,32298,81,warning,0.02
DDM,32299,81,warning,0.02
DDM,32300,81,warning,0.02
DDM,32301,81,warning,0.02
DDM,32302,81,warning,0.02
DDM,32303,81,warning,0.02
DDM,32304,81,warning,0.02
DDM,32305,81,warning,0.02
DDM,32306,81,warning,0.02
DDM,32307,81,warning,0.02
DDM,32308,81,warning,0.02
DDM,32309,81,warning,0.02
DDM,32310,81,warning,0.02
DDM,32311,81,warning,0.02
DDM,32312,81,warning,0.02
DDM,32313,81,warning,0.02
DDM,32314,81,warning,0.02
DDM,32315,81,warning,0.02
DDM,32316,81,warning,0.03
DDM,32317,81,warning,0.03
DDM,32318,81,warning,0.03
DDM,32319,81,warning,0.03
DDM,32320,81,warning,0.03
DDM,32321,81,warning,0.03
DDM,32322,81,warning,0.03
DDM,32323,81,warning,0.03
DDM,32324,81,warning,0.03
DDM,32325,81,warning,0.03
DDM,32326,81,warning,0.03
DDM,32327,81,warning,0.03
DDM,32328,81,warning,0.03
DDM,32329,81,warning,0.03
DDM,32330,81,warning,0.03
DDM,32331,81,warning,0.03
DDM,32332,81,warning,0.03
DDM,32333,81,warning,0.03
DDM,32334,81,warning,0.03
DDM,32335,81,warning,0.03
DDM,32336,81,warning,0.03
DDM,32337,81,warning,0.03
DDM,32338,81,warning,0.03
DDM,32339,81,warning,0.03
DDM,32340,81,warning,0.02
DDM,32341,81,warning,0.02
DDM,32342,81,warning,0.02
DDM,32343,81,warning,0.02
DDM,32344,81,warning,0.02
DDM,32345,81,warning,0.02
DDM,32346,81,warning,0.02
DDM,32347,81,warning,0.02
DDM,32348,81,warning,0.02
DDM,32349,81,warning,0.02
DDM,32350,81,warning,0.02
DDM,32351,81,warning,0.02
DDM,32352,81,warning,0.02
DDM,32353,81,warning,0.02
DDM,32354,81,warning,0.02
DDM,32355,81,warning,0.02
DDM,32356,81,warning,0.02
DDM,32357,81,warning,0.02
DDM,32358,81,warning,0.01
DDM,32359,81,warning,0.01
DDM,32360,81,warning,0.01
DDM,32361,81,warning,0.01
DDM,32362,81,warning,0.01
DDM,32363,81,warning,0.01
DDM,32364,81,warning,0.01
DDM,32365,81,warning,0.01
DDM,32366,81,warning,0.01
DDM,32367,81,warning,0.01
DDM,32368,81,warning,0.01
DDM,32369,81,warning,0.01
DDM,32370,81,warning,0.01
DDM,32371,81,warning,0.01
DDM,32372,81,warning,0.01
DDM,32373,81,warning,0.01
DDM,32374,81,warning,0.01
DDM,32375,81,warning,0.01
DDM,32376,81,warning,0.01
DDM,32377,81,warning,0.01
DDM,32378,81,warning,0.01
DDM,32379,81,warning,0.01
DDM,32380,81,warning,0.01
DDM,32381,81,warning,0.01
DDM,32382,81,warning,0.01
DDM,32383,81,warning,0.01
DDM,32384,81,warning,0.01
DDM,32385,81,warning,0.01
DDM,32386,81,warning,0.01
DDM,32387,81,warning,0.01
DDM,32388,81,warning,0.01
DDM,32389,81,warning,0.01
DDM,32390,81,warning,0.01
DDM,32391,81,warning,0.01
DDM,32392,81,warning,0.01
DDM,32393,81,warning,0.01
DDM,32394,81,warning,0.01
DDM,32395,81,warning,0.01
DDM,32396,81,warning,0.01
DDM,32397,81,warning,0.01
DDM,32398,81,warning,0.01
DDM,32399,81,warning,0.01
DDM,32400,81,warning,0.01
DDM,32401,82,warning,0.01
DDM,32402,82,warning,0.02
DDM,32403,82,warning,0.02
DDM,32404,82,warning,0.02
DDM,32405,82,warning,0.02
DDM,32406,82,warning,0.02
DDM,32407,82,warning,0.02
DDM,32408,82,warning,0.02
DDM,32409,82,warning,0.02
DDM,32410,82,warning,0.02
DDM,32411,82,warning,0.02
DDM,32412,82,warning,0.02
DDM,32413,82,warning,0.02
DDM,32414,82,warning,0.02
DDM,32415,82,warning,0.02
DDM,32416,82,warning,0.01
DDM,32417,82,warning,0.01
DDM,32418,82,warning,0.01
DDM,32419,82,warning,0.01
DDM,32420,82,warning,0.01
DDM,32421,82,warning,0.01
DDM,32422,82,warning,0.01
DDM,32423,82,warning,0.01
DDM,32424,82,warning,0.01
DDM,32425,82,warning,0.01
DDM,32426,82,warning,0.01
DDM,32427,82,warning,0.01
DDM,32428,82,warning,0.01
DDM,32429,82,warning,0.01
DDM,32430,82,warning,0.01
DDM,32431,82,warning,0.01
DDM,32432,82,warning,0.01
DDM,32433,82,warning,0.01
DDM,32434,82,warning,0.01
DDM,32435,82,warning,0.01
DDM,32436,82,warning,0.01
DDM,32437,82,warning,0.01
DDM,32438,82,warning,0.01
DDM,32439,82,warning,0.01
DDM,32440,82,warning,0.01
DDM,32441,82,warning,0.01
DDM,32442,82,warning,0.01
DDM,32443,82,warning,0.01
DDM,32444,82,warning,0.01
DDM,32445,82,warning,0.01
DDM,32446,82,warning,0.01
DDM,32447,82,warning,0.01
DDM,32448,82,warning,0.01
DDM,32449,82,warning,0.01
DDM,32450,82,warning,0.01
DDM,32451,82,warning,0.01
DDM,32452,82,warning,0.01
DDM,32453,82,warning,0.01
DDM,32454,82,warning,0.01
DDM,32455,82,warning,0.01
DDM,32456,82,warning,0.01
DDM,32457,82,warning,0.01
DDM,32458,82,warning,0.01
DDM,32459,82,warning,0.01
DDM,32460,82,warning,0.01
DDM,32461,82,warning,0.01
DDM,32462,82,warning,0.01
DDM,32463,82,warning,0.01
DDM,32464,82,warning,0.01
DDM,32465,82,warning,0.01
DDM,32466,82,warning,0.01
DDM,32467,82,warning,0.01
DDM,32468,82,warning,0.01
DDM,32469,82,warning,0.01
DDM,32470,82,warning,0.01
DDM,32471,82,warning,0.01
DDM,32472,82,warning,0.01
DDM,32473,82,warning,0.01
DDM,32474,82,warning,0.01
DDM,32475,82,warning,0.01
DDM,32476,82,warning,0.01
DDM,32477,82,warning,0.01
DDM,32478,82,warning,0.01
DDM,32479,82,warning,0.01
DDM,32480,82,warning,0.01
DDM,32481,82,warning,0.01
DDM,32482,82,warning,0.01
DDM,32483,82,warning,0.01
DDM,32484,82,warning,0.01
DDM,32485,82,warning,0.01
DDM,32486,82,warning,0.01
DDM,32487,82,warning,0.01
DDM,32488,82,warning,0.01
DDM,32489,82,warning,0.01
DDM,32490,82,warning,0.01
DDM,32491,82,warning,0.01
DDM,32492,82,warning,0.01
DDM,32493,82,warning,0.01
DDM,32494,82,warning,0.01
DDM,32495,82,warning,0.01
DDM,32496,82,warning,0.01
DDM,32497,82,warning,0.01
DDM,32498,82,warning,0.01
DDM,32499,82,warning,0.01
DDM,32500,82,warning,0.01
DDM,32501,82,warning,0.01
DDM,32502,82,warning,0.0
DDM,32503,82,warning,0.0
DDM,32504,82,warning,0.0
DDM,32505,82,warning,0.0
DDM,32506,82,warning,0.0
DDM,32507,82,warning,0.0
DDM,32508,82,warning,0.0
DDM,32509,82,warning,0.0
DDM,32510,82,warning,0.0
DDM,32511,82,warning,0.0
DDM,32512,82,warning,0.0
DDM,32513,82,warning,0.0
DDM,32514,82,warning,0.0
DDM,32515,82,warning,0.0
DDM,32516,82,warning,0.0
DDM,32517,82,warning,0.0
DDM,32518,82,warning,0.0
DDM,32519,82,warning,0.0
DDM,32520,82,warning,0.0
DDM,32521,82,warning,0.0
DDM,32522,82,warning,0.0
DDM,32523,82,warning,0.0
DDM,32524,82,warning,0.0
DDM,32525,82,warning,0.0
DDM,32526,82,warning,0.0
DDM,32527,82,warning,0.0
DDM,32528,82,warning,0.0
DDM,32529,82,warning,0.0
DDM,32530,82,warning,0.0
DDM,32531,82,warning,0.0
DDM,32532,82,warning,0.0
DDM,32533,82,warning,0.0
DDM,32534,82,warning,0.0
DDM,32535,82,warning,0.0
DDM,32536,82,warning,0.0
DDM,32537,82,warning,0.0
DDM,32538,82,warning,0.0
DDM,32539,82,warning,0.0
DDM,32540,82,warning,0.0
DDM,32541,82,warning,0.0
DDM,32542,82,warning,0.0
DDM,32543,82,warning,0.0
DDM,32544,82,warning,0.0
DDM,32545,82,warning,0.0
DDM,32546,82,warning,0.0
DDM,32547,82,warning,0.0
DDM,32548,82,warning,0.0
DDM,32549,82,warning,0.0
DDM,32550,82,warning,0.0
DDM,32551,82,warning,0.0
DDM,32552,82,warning,0.0
DDM,32553,82,warning,0.0
DDM,32554,82,warning,0.0
DDM,32555,82,warning,0.0
DDM,32556,82,warning,0.0
DDM,32557,82,warning,0.0
DDM,32558,82,warning,0.0
DDM,32559,82,warning,0.0
DDM,32560,82,warning,0.0
DDM,32561,82,warning,0.0
DDM,32562,82,warning,0.0
DDM,32563,82,warning,0.0
DDM,32564,82,warning,0.0
DDM,32565,82,warning,0.0
DDM,32566,82,warning,0.0
DDM,32567,82,warning,0.0
DDM,32568,82,warning,0.0
DDM,32569,82,warning,0.0
DDM,32570,82,warning,0.0
DDM,32571,82,warning,0.0
DDM,32572,82,warning,0.0
DDM,32573,82,warning,0.0
DDM,32574,82,warning,0.0
DDM,32575,82,warning,0.0
DDM,32576,82,warning,0.0
DDM,32615,82,warning,0.01
DDM,32616,82,warning,0.01
DDM,32617,82,warning,0.01
DDM,32618,82,warning,0.01
DDM,32619,82,warning,0.01
DDM,32620,82,warning,0.01
DDM,32621,82,warning,0.01
DDM,32622,82,warning,0.01
DDM,32623,82,warning,0.01
DDM,32624,82,warning,0.01
DDM,32625,82,warning,0.01
DDM,32626,82,warning,0.01
DDM,32627,82,warning,0.01
DDM,32628,82,warning,0.01
DDM,32629,82,warning,0.01
DDM,32630,82,warning,0.01
DDM,32631,82,warning,0.01
DDM,32632,82,warning,0.01
DDM,32633,82,warning,0.01
DDM,32634,82,warning,0.01
DDM,32635,82,warning,0.01
DDM,32636,82,warning,0.01
DDM,32637,82,warning,0.01
DDM,32638,82,warning,0.01
DDM,32639,82,warning,0.01
DDM,32656,82,warning,0.02
DDM,32657,82,warning,0.02
DDM,32658,82,warning,0.02
DDM,32659,82,warning,0.02
DDM,32660,82,warning,0.02
DDM,32661,82,warning,0.02
DDM,32662,82,warning,0.02
DDM,32663,82,warning,0.02
DDM,32664,82,warning,0.02
DDM,32665,82,warning,0.02
DDM,32666,82,warning,0.02
DDM,32667,82,warning,0.02
DDM,32668,82,warning,0.02
DDM,32669,82,warning,0.02
DDM,32670,82,warning,0.02
DDM,32671,82,warning,0.02
DDM,32672,82,warning,0.02
DDM,32673,82,warning,0.02
DDM,32674,82,warning,0.02
DDM,32675,82,warning,0.02
DDM,32676,82,warning,0.02
DDM,32677,82,warning,0.02
DDM,32678,82,warning,0.02
DDM,32679,82,warning,0.02
DDM,32680,82,warning,0.02
DDM,32681,82,warning,0.02
DDM,32682,82,warning,0.02
DDM,32683,82,warning,0.02
DDM,32684,82,warning,0.02
DDM,32685,82,warning,0.02
DDM,32686,82,warning,0.02
DDM,32687,82,warning,0.02
DDM,32688,82,warning,0.02
DDM,32689,82,warning,0.02
DDM,32690,82,warning,0.02
DDM,32691,82,warning,0.02
DDM,32692,82,warning,0.02
DDM,32693,82,warning,0.02
DDM,32694,82,warning,0.02
DDM,32695,82,warning,0.02
DDM,32696,82,warning,0.02
DDM,32697,82,warning,0.02
DDM,32698,82,warning,0.02
DDM,32699,82,warning,0.02
DDM,32700,82,warning,0.02
DDM,32701,82,warning,0.02
DDM,32731,82,warning,0.02
DDM,32732,82,warning,0.02
DDM,32733,82,warning,0.02
DDM,32734,82,warning,0.02
DDM,32735,82,warning,0.02
DDM,32736,82,warning,0.02
DDM,32737,82,warning,0.02
DDM,32738,82,warning,0.02
DDM,32739,82,warning,0.02
DDM,32740,82,warning,0.02
DDM,32741,82,warning,0.02
DDM,32742,82,warning,0.02
DDM,32743,82,warning,0.02
DDM,32744,82,warning,0.02
DDM,32745,82,warning,0.02
DDM,32746,82,warning,0.02
DDM,32747,82,warning,0.02
DDM,32748,82,warning,0.03
DDM,32749,82,warning,0.03
DDM,32750,82,warning,0.03
DDM,32751,82,warning,0.03
DDM,32752,82,warning,0.03
DDM,32753,82,warning,0.03
DDM,32754,82,warning,0.03
DDM,32755,82,warning,0.03
DDM,32756,82,warning,0.02
DDM,32757,82,warning,0.02
DDM,32758,82,warning,0.02
DDM,32759,82,warning,0.02
DDM,32760,82,warning,0.02
DDM,32761,82,warning,0.02
DDM,32762,82,warning,0.03
DDM,32763,82,warning,0.03
DDM,32764,82,warning,0.03
DDM,32765,82,warning,0.03
DDM,32766,82,warning,0.03
DDM,32767,82,warning,0.03
DDM,32768,82,warning,0.03
DDM,32769,82,warning,0.03
DDM,32770,82,warning,0.03
DDM,32771,82,warning,0.03
DDM,32772,82,warning,0.03
DDM,32773,82,warning,0.03
DDM,32774,82,warning,0.03
DDM,32775,82,warning,0.03
DDM,32776,82,warning,0.03
DDM,32777,82,warning,0.03
DDM,32778,82,warning,0.03
DDM,32779,82,warning,0.03
DDM,32780,82,warning,0.03
DDM,32781,82,warning,0.03
DDM,32782,82,warning,0.03
DDM,32783,82,warning,0.03
DDM,32784,82,warning,0.03
DDM,32785,82,warning,0.03
DDM,32786,82,warning,0.03
DDM,32787,82,warning,0.03
DDM,32788,82,warning,0.03
DDM,32789,82,warning,0.03
DDM,32790,82,warning,0.03
DDM,32791,82,warning,0.03
DDM,32792,82,warning,0.03
DDM,32793,82,warning,0.03
DDM,32794,82,warning,0.03
DDM,32795,82,warning,0.03
DDM,32796,82,warning,0.03
DDM,32797,82,warning,0.03
DDM,32798,82,warning,0.03
DDM,32799,82,warning,0.04
DDM,32800,82,warning,0.04
DDM,32801,83,warning,0.04
DDM,32802,83,warning,0.04
DDM,32803,83,warning,0.04
DDM,32804,83,warning,0.04
DDM,32805,83,warning,0.04
DDM,32806,83,warning,0.04
DDM,32807,83,warning,0.04
DDM,32808,83,warning,0.04
DDM,32809,83,warning,0.04
DDM,32810,83,warning,0.04
DDM,32811,83,warning,0.04
DDM,32812,83,warning,0.04
DDM,32813,83,warning,0.04
DDM,32814,83,warning,0.04
DDM,32815,83,warning,0.04
DDM,32816,83,warning,0.04
DDM,32817,83,warning,0.04
DDM,32818,83,warning,0.04
DDM,32819,83,warning,0.04
DDM,32820,83,warning,0.04
DDM,32821,83,warning,0.04
DDM,32822,83,warning,0.04
DDM,32823,83,warning,0.04
DDM,32824,83,warning,0.04
DDM,32825,83,warning,0.04
DDM,32826,83,warning,0.04
DDM,32827,83,warning,0.04
DDM,32828,83,warning,0.04
DDM,32829,83,warning,0.04
DDM,32830,83,warning,0.05
DDM,32831,83,warning,0.04
DDM,32832,83,warning,0.04
DDM,32833,83,warning,0.04
DDM,32834,83,warning,0.04
DDM,32835,83,warning,0.04
DDM,32836,83,warning,0.04
DDM,32837,83,warning,0.04
DDM,32838,83,warning,0.04
DDM,32839,83,warning,0.04
DDM,32840,83,warning,0.04
DDM,32841,83,warning,0.04
DDM,32842,83,warning,0.04
DDM,32843,83,warning,0.04
DDM,32844,83,warning,0.04
DDM,32845,83,warning,0.04
DDM,32846,83,warning,0.04
DDM,32847,83,warning,0.04
DDM,32848,83,warning,0.03
DDM,32849,83,warning,0.03
DDM,32850,83,warning,0.03
DDM,32851,83,warning,0.03
DDM,32852,83,warning,0.03
DDM,32853,83,warning,0.03
DDM,32854,83,warning,0.03
DDM,32855,83,warning,0.03
DDM,32856,83,warning,0.03
DDM,32857,83,warning,0.03
DDM,32858,83,warning,0.03
DDM,32859,83,warning,0.03
DDM,32860,83,warning,0.03
DDM,32861,83,warning,0.03
DDM,32862,83,warning,0.02
DDM,32863,83,warning,0.02
DDM,32864,83,warning,0.02
DDM,32865,83,warning,0.02
DDM,32866,83,warning,0.02
DDM,32867,83,warning,0.02
DDM,32868,83,warning,0.02
DDM,32869,83,warning,0.02
DDM,32870,83,warning,0.02
DDM,32871,83,warning,0.02
DDM,32872,83,warning,0.02
DDM,32873,83,warning,0.02
DDM,32874,83,warning,0.02
DDM,32875,83,warning,0.02
DDM,32876,83,warning,0.02
DDM,32877,83,warning,0.02
DDM,32878,83,warning,0.02
DDM,32879,83,warning,0.02
DDM,32880,83,warning,0.02
DDM,32881,83,warning,0.02
DDM,32882,83,warning,0.02
DDM,32883,83,warning,0.02
DDM,32884,83,warning,0.02
DDM,32885,83,warning,0.02
DDM,32886,83,warning,0.02
DDM,32887,83,warning,0.02
DDM,32888,83,warning,0.02
DDM,32889,83,warning,0.02
DDM,32890,83,warning,0.02
DDM,32891,83,warning,0.02
DDM,32892,83,warning,0.02
DDM,32893,83,warning,0.02
DDM,32894,83,warning,0.02
DDM,32895,83,warning,0.02
DDM,32896,83,warning,0.02
DDM,32897,83,warning,0.02
DDM,32898,83,warning,0.02
DDM,32899,83,warning,0.01
DDM,32900,83,warning,0.01
DDM,32901,83,warning,0.01
DDM,32902,83,warning,0.01
DDM,32903,83,warning,0.01
DDM,32904,83,warning,0.01
DDM,32905,83,warning,0.01
DDM,32906,83,warning,0.01
DDM,32907,83,warning,0.01
DDM,32908,83,warning,0.01
DDM,32909,83,warning,0.01
DDM,32910,83,warning,0.01
DDM,32911,83,warning,0.01
DDM,32912,83,warning,0.01
DDM,32913,83,warning,0.01
DDM,32914,83,warning,0.01
DDM,32915,83,warning,0.01
DDM,32916,83,warning,0.01
DDM,32917,83,warning,0.01
DDM,32918,83,warning,0.01
DDM,32919,83,warning,0.01
DDM,32920,83,warning,0.01
DDM,32921,83,warning,0.01
DDM,32922,83,warning,0.01
DDM,32923,83,warning,0.01
DDM,32924,83,warning,0.01
DDM,32925,83,warning,0.01
DDM,32926,83,warning,0.01
DDM,32927,83,warning,0.01
DDM,32928,83,warning,0.01
DDM,32929,83,warning,0.01
DDM,32930,83,warning,0.0
DDM,32931,83,warning,0.01
DDM,32932,83,warning,0.01
DDM,32933,83,warning,0.01
DDM,32934,83,warning,0.01
DDM,32935,83,warning,0.01
DDM,32936,83,warning,0.01
DDM,32937,83,warning,0.01
DDM,32938,83,warning,0.01
DDM,32939,83,warning,0.01
DDM,32940,83,warning,0.01
DDM,32941,83,warning,0.01
DDM,32942,83,warning,0.01
DDM,32943,83,warning,0.01
DDM,32944,83,warning,0.01
DDM,32945,83,warning,0.01
DDM,32946,83,warning,0.01
DDM,32947,83,warning,0.01
DDM,32948,83,warning,0.01
DDM,32949,83,warning,0.01
DDM,32950,83,warning,0.01
DDM,32951,83,warning,0.01
DDM,32952,83,warning,0.01
DDM,32953,83,warning,0.01
DDM,32954,83,warning,0.01
DDM,32955,83,warning,0.01
DDM,32956,83,warning,0.01
DDM,32957,83,warning,0.01
DDM,32958,83,warning,0.01
DDM,32959,83,warning,0.01
DDM,32960,83,warning,0.01
DDM,32961,83,warning,0.01
DDM,32962,83,warning,0.01
DDM,32963,83,warning,0.01
DDM,32964,83,warning,0.01
DDM,32965,83,warning,0.01
DDM,32966,83,warning,0.01
DDM,32967,83,warning,0.01
DDM,32968,83,warning,0.01
DDM,32969,83,warning,0.01
DDM,32970,83,warning,0.01
DDM,32971,83,warning,0.01
DDM,32972,83,warning,0.01
DDM,32973,83,warning,0.01
DDM,32974,83,warning,0.01
DDM,32975,83,warning,0.01
DDM,32976,83,warning,0.01
DDM,32977,83,warning,0.01
DDM,32978,83,warning,0.01
DDM,32979,83,warning,0.01
DDM,32980,83,warning,0.01
DDM,32981,83,warning,0.01
DDM,32982,83,warning,0.01
DDM,32983,83,warning,0.01
DDM,32984,83,warning,0.01
DDM,32985,83,warning,0.01
DDM,32986,83,warning,0.01
DDM,32987,83,warning,0.01
DDM,32988,83,warning,0.01
DDM,32989,83,warning,0.01
DDM,32990,83,warning,0.01
DDM,32991,83,warning,0.01
DDM,32992,83,warning,0.01
DDM,32993,83,warning,0.01
DDM,32994,83,warning,0.01
DDM,32995,83,warning,0.01
DDM,32996,83,warning,0.01
DDM,32997,83,warning,0.01
DDM,32998,83,warning,0.01
DDM,32999,83,warning,0.01
DDM,33000,83,warning,0.01
DDM,33001,83,warning,0.01
DDM,33002,83,warning,0.01
DDM,33003,83,warning,0.01
DDM,33004,83,warning,0.01
DDM,33005,83,warning,0.01
DDM,33006,83,warning,0.01
DDM,33007,83,warning,0.01
DDM,33008,83,warning,0.01
DDM,33009,83,warning,0.01
DDM,33010,83,warning,0.01
DDM,33011,83,warning,0.01
DDM,33012,83,warning,0.01
DDM,33013,83,warning,0.02
DDM,33014,83,warning,0.02
DDM,33015,83,warning,0.02
DDM,33016,83,warning,0.02
DDM,33017,83,warning,0.02
DDM,33018,83,warning,0.02
DDM,33019,83,warning,0.02
DDM,33020,83,warning,0.02
DDM,33021,83,warning,0.02
DDM,33022,83,warning,0.02
DDM,33023,83,warning,0.02
DDM,33024,83,warning,0.02
DDM,33025,83,warning,0.02
DDM,33026,83,warning,0.02
DDM,33027,83,warning,0.02
DDM,33028,83,warning,0.02
DDM,33029,83,warning,0.02
DDM,33030,83,warning,0.02
DDM,33031,83,warning,0.01
DDM,33032,83,warning,0.01
DDM,33033,83,warning,0.01
DDM,33034,83,warning,0.01
DDM,33035,83,warning,0.01
DDM,33036,83,warning,0.01
DDM,33037,83,warning,0.01
DDM,33038,83,warning,0.01
DDM,33039,83,warning,0.01
DDM,33040,83,warning,0.01
DDM,33041,83,warning,0.01
DDM,33042,83,warning,0.01
DDM,33043,83,warning,0.01
DDM,33044,83,warning,0.01
DDM,33045,83,warning,0.01
DDM,33046,83,warning,0.01
DDM,33047,83,warning,0.01
DDM,33048,83,warning,0.01
DDM,33049,83,warning,0.01
DDM,33050,83,warning,0.01
DDM,33051,83,warning,0.01
DDM,33052,83,warning,0.01
DDM,33053,83,warning,0.01
DDM,33054,83,warning,0.01
DDM,33055,83,warning,0.01
DDM,33056,83,warning,0.01
DDM,33057,83,warning,0.01
DDM,33058,83,warning,0.01
DDM,33059,83,warning,0.01
DDM,33060,83,warning,0.01
DDM,33061,83,warning,0.01
DDM,33062,83,warning,0.01
DDM,33063,83,warning,0.01
DDM,33064,83,warning,0.01
DDM,33065,83,warning,0.01
DDM,33066,83,warning,0.01
DDM,33067,83,warning,0.01
DDM,33068,83,warning,0.01
DDM,33069,83,warning,0.01
DDM,33070,83,warning,0.01
DDM,33071,83,warning,0.01
DDM,33072,83,warning,0.01
DDM,33073,83,warning,0.01
DDM,33074,83,warning,0.01
DDM,33075,83,warning,0.01
DDM,33076,83,warning,0.01
DDM,33077,83,warning,0.01
DDM,33078,83,warning,0.01
DDM,33079,83,warning,0.01
DDM,33080,83,warning,0.01
DDM,33081,83,warning,0.01
DDM,33082,83,warning,0.01
DDM,33083,83,warning,0.01
DDM,33084,83,warning,0.01
DDM,33085,83,warning,0.01
DDM,33086,83,warning,0.01
DDM,33087,83,warning,0.01
DDM,33088,83,warning,0.01
DDM,33089,83,warning,0.01
DDM,33090,83,warning,0.01
DDM,33091,83,warning,0.01
DDM,33092,83,warning,0.01
DDM,33093,83,warning,0.01
DDM,33094,83,warning,0.01
DDM,33095,83,warning,0.01
DDM,33096,83,warning,0.01
DDM,33097,83,warning,0.01
DDM,33098,83,warning,0.01
DDM,33099,83,warning,0.01
DDM,33100,83,warning,0.01
DDM,33101,83,warning,0.01
DDM,33102,83,warning,0.01
DDM,33103,83,warning,0.01
DDM,33104,83,warning,0.01
DDM,33105,83,warning,0.01
DDM,33106,83,warning,0.01
DDM,33107,83,warning,0.01
DDM,33108,83,warning,0.01
DDM,33109,83,warning,0.01
DDM,33110,83,warning,0.01
DDM,33111,83,warning,0.01
DDM,33112,83,warning,0.01
DDM,33113,83,warning,0.0
DDM,33114,83,warning,0.0
DDM,33115,83,warning,0.0
DDM,33116,83,warning,0.0
DDM,33117,83,warning,0.0
DDM,33118,83,warning,0.0
DDM,33119,83,warning,0.0
DDM,33120,83,warning,0.0
DDM,33121,83,warning,0.0
DDM,33122,83,warning,0.0
DDM,33123,83,warning,0.0
DDM,33124,83,warning,0.01
DDM,33125,83,warning,0.01
DDM,33126,83,warning,0.01
DDM,33127,83,warning,0.01
DDM,33128,83,warning,0.01
DDM,33129,83,warning,0.01
DDM,33130,83,warning,0.01
DDM,33131,83,warning,0.01
DDM,33132,83,warning,0.01
DDM,33133,83,warning,0.01
DDM,33134,83,warning,0.01
DDM,33135,83,warning,0.01
DDM,33136,83,warning,0.01
DDM,33137,83,warning,0.01
DDM,33138,83,warning,0.01
DDM,33139,83,warning,0.01
DDM,33140,83,warning,0.01
DDM,33141,83,warning,0.01
DDM,33142,83,warning,0.01
DDM,33143,83,warning,0.01
DDM,33144,83,warning,0.01
DDM,33145,83,warning,0.01
DDM,33146,83,warning,0.01
DDM,33147,83,warning,0.01
DDM,33148,83,warning,0.01
DDM,33149,83,warning,0.02
DDM,33150,83,warning,0.02
DDM,33151,83,warning,0.02
DDM,33152,83,warning,0.02
DDM,33153,83,warning,0.02
DDM,33154,83,warning,0.02
DDM,33155,83,warning,0.02
DDM,33156,83,warning,0.02
DDM,33157,83,warning,0.02
DDM,33158,83,warning,0.02
DDM,33159,83,warning,0.02
DDM,33160,83,warning,0.02
DDM,33161,83,warning,0.02
DDM,33162,83,warning,0.02
DDM,33163,83,warning,0.02
DDM,33164,83,warning,0.02
DDM,33165,83,warning,0.02
DDM,33166,83,warning,0.02
DDM,33167,83,warning,0.02
DDM,33168,83,warning,0.02
DDM,33169,83,warning,0.02
DDM,33170,83,warning,0.02
DDM,33171,83,warning,0.02
DDM,33172,83,warning,0.02
DDM,33173,83,warning,0.02
DDM,33174,83,warning,0.02
DDM,33175,83,warning,0.02
DDM,33176,83,warning,0.02
DDM,33177,83,warning,0.02
DDM,33178,83,warning,0.02
DDM,33179,83,warning,0.02
DDM,33180,83,warning,0.02
DDM,33181,83,warning,0.02
DDM,33182,83,warning,0.02
DDM,33183,83,warning,0.02
DDM,33184,83,warning,0.02
DDM,33185,83,warning,0.02
DDM,33186,83,warning,0.02
DDM,33187,83,warning,0.02
DDM,33188,83,warning,0.02
DDM,33189,83,warning,0.02
DDM,33190,83,warning,0.02
DDM,33191,83,warning,0.02
DDM,33192,83,warning,0.03
DDM,33193,83,warning,0.03
DDM,33194,83,warning,0.03
DDM,33195,83,warning,0.03
DDM,33196,83,warning,0.03
DDM,33197,83,warning,0.03
DDM,33198,83,warning,0.03
DDM,33199,83,warning,0.03
DDM,33200,83,warning,0.03
DDM,33201,84,warning,0.03
DDM,33202,84,warning,0.03
DDM,33203,84,warning,0.03
DDM,33204,84,warning,0.03
DDM,33205,84,warning,0.03
DDM,33206,84,warning,0.03
DDM,33207,84,warning,0.03
DDM,33208,84,warning,0.03
DDM,33209,84,warning,0.03
DDM,33210,84,warning,0.03
DDM,33211,84,warning,0.03
DDM,33212,84,warning,0.03
DDM,33213,84,warning,0.03
DDM,33214,84,warning,0.03
DDM,33215,84,warning,0.03
DDM,33216,84,warning,0.03
DDM,33217,84,warning,0.03
DDM,33218,84,warning,0.03
DDM,33219,84,warning,0.03
DDM,33220,84,warning,0.03
DDM,33221,84,warning,0.03
DDM,33222,84,warning,0.03
DDM,33223,84,warning,0.03
DDM,33224,84,warning,0.02
DDM,33225,84,warning,0.02
DDM,33226,84,warning,0.02
DDM,33227,84,warning,0.02
DDM,33228,84,warning,0.02
DDM,33229,84,warning,0.02
DDM,33230,84,warning,0.02
DDM,33231,84,warning,0.02
DDM,33232,84,warning,0.02
DDM,33233,84,warning,0.02
DDM,33234,84,warning,0.02
DDM,33235,84,warning,0.02
DDM,33236,84,warning,0.02
